No,ポケモン名,技名前,タイプ,分類,威力,命中,PP,技のヒット数,技の説明,更新日,候補
398,ムクホーク,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/6/17,
398,ムクホーク,いばる,ノーマル,変化,0,85,16,,相手の攻撃を2段階上げこんらん状態にする。,2026/6/17,
398,ムクホーク,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/6/17,
398,ムクホーク,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/6/17,
398,ムクホーク,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/6/17,
398,ムクホーク,かげぶんしん,ノーマル,変化,0,-,16,,自分の回避率を1段階上げる。,2026/6/17,
398,ムクホーク,ふきとばし,ノーマル,変化,0,-,20,,相手に控えがいる場合、相手をランダムに交代させる。,2026/6/17,
398,ムクホーク,ブレイズキック,ほのお,物理,85,90,12,1,10%の確率で相手をやけど状態にする。きゅうしょアップ+1で攻撃する。,2026/6/17,
398,ムクホーク,ねっぷう,ほのお,特殊,95,90,12,1,10%の確率で相手をやけど状態にする。,2026/6/17,
398,ムクホーク,にほんばれ,ほのお,変化,0,-,8,,5ターンの間、にほんばれ状態にする。,2026/6/17,
398,ムクホーク,あまごい,みず,変化,0,-,8,,5ターンの間あめ状態にする。,2026/6/17,
398,ムクホーク,とんぼがえり,むし,物理,70,100,20,1,攻撃した後、手持ちの他のポケモンと交代する。,2026/6/17,
398,ムクホーク,ゴッドバード,ひこう,物理,140,90,8,1,使ったターンで溜め状態になり、次のターンで攻撃する。30%の確率で相手をひるませる。きゅうしょアップ+1で攻撃する。,2026/6/17,
398,ムクホーク,ブレイブバード,ひこう,物理,120,100,16,1,与えたダメージの1/3を自分も受ける。,2026/6/17,
398,ムクホーク,そらをとぶ,ひこう,物理,90,95,16,1,使ったターンで空中状態になり、次のターンで攻撃する。,2026/6/17,
398,ムクホーク,つばめがえし,ひこう,物理,60,-,20,1,必ず命中する。,2026/6/17,
398,ムクホーク,アクロバット,ひこう,物理,55,100,16,1,自分が道具を持っていない場合威力が2倍になる。,2026/6/17,
398,ムクホーク,ダブルウイング,ひこう,物理,40,90,12,2,2回連続で攻撃する。,2026/6/17,
398,ムクホーク,ぼうふう,ひこう,特殊,110,70,12,1,30%の確率で相手をこんらん状態にする。あめ状態の場合、相手に必ず命中する。空中状態の相手にも当たる。,2026/6/17,
398,ムクホーク,エアスラッシュ,ひこう,特殊,75,95,16,1,30%の確率で相手をひるませる。,2026/6/17,
398,ムクホーク,エアカッター,ひこう,特殊,60,95,20,1,きゅうしょアップ+1で攻撃する。,2026/6/17,
398,ムクホーク,おいかぜ,ひこう,変化,0,-,16,,4ターンの間味方の場をおいかぜ状態にする。,2026/6/17,
398,ムクホーク,はねやすめ,ひこう,変化,0,-,8,,自分のHPを最大HPの1/2回復する。ひこうタイプが使うとそのターン中ひこうタイプでなくなる。,2026/6/17,
398,ムクホーク,フェザーダンス,ひこう,変化,0,100,16,,相手の攻撃を2段階下げる。,2026/6/17,
398,ムクホーク,インファイト,かくとう,物理,120,100,8,1,自分の防御と特防が1段階下がる。,2026/6/17,
398,ムクホーク,かわらわり,かくとう,物理,75,100,16,1,相手の場のひかりのかべ、リフレクター、オーロラベール状態を解除して攻撃する。,2026/6/17,
398,ムクホーク,きあいだま,かくとう,特殊,120,70,8,1,10%の確率で相手の特防を1段階下げる。,2026/6/17,
398,ムクホーク,いのちがけ,かくとう,特殊,,100,5,,自分はひんしになりその時に残っていたHP分のダメージを与える。,2026/6/17,
398,ムクホーク,ビルドアップ,かくとう,変化,0,-,20,,自分の攻撃と防御を1段階ずつ上げる。,2026/6/17,
398,ムクホーク,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/6/17,
398,ムクホーク,こうそくいどう,エスパー,変化,0,-,20,,自分の素早さを2段階上げる。,2026/6/17,
398,ムクホーク,どろぼう,あく,物理,60,100,20,1,自分が道具を持っていない場合相手の道具を奪う。,2026/6/17,
398,ムクホーク,はがねのつばさ,はがね,物理,70,90,20,1,10%の確率で自分の防御を1段階上げる。,2026/6/17,
518,ムシャーナ,ギガインパクト,ノーマル,物理,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/6/17,
518,ムシャーナ,からげんき,ノーマル,物理,70,100,20,1,自分がどく、もうどく、まひ、やけど状態のいずれかの場合 威力が2倍になる。やけど状態による物理技のダメージが半減される効果は無視する。,2026/6/17,
518,ムシャーナ,はかいこうせん,ノーマル,特殊,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/6/17,
518,ムシャーナ,りんしょう,ノーマル,特殊,60,100,16,1,同じターンに複数のポケモンがこの技を使うと、1匹目が使ったすぐ後に2匹目以降が使う。2匹目以降の威力は2倍になる。,2026/6/17,
518,ムシャーナ,いびき,ノーマル,特殊,50,100,16,1,自分がねむり状態の場合使うことができる。30%の確率で相手をひるませる。,2026/6/17,
518,ムシャーナ,あくび,ノーマル,変化,0,-,12,,相手をねむけ状態にする。相手に必ず命中する。,2026/6/17,
518,ムシャーナ,てだすけ,ノーマル,変化,0,-,20,,使ったターン中、味方の技の威力を1.5倍する。,2026/6/17,
518,ムシャーナ,しんぴのまもり,ノーマル,変化,0,-,20,,5ターンの間、味方の場をしんぴのまもり状態にする。,2026/6/17,
518,ムシャーナ,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/6/17,
518,ムシャーナ,メロメロ,ノーマル,変化,0,100,16,,相手をメロメロ状態にする。同性、性別不明の相手には失敗する。,2026/6/17,
518,ムシャーナ,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/6/17,
518,ムシャーナ,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/6/17,
518,ムシャーナ,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/6/17,
518,ムシャーナ,かげぶんしん,ノーマル,変化,0,-,16,,自分の回避率を1段階上げる。,2026/6/17,
518,ムシャーナ,エナジーボール,くさ,特殊,90,100,12,1,10%の確率で相手の特防を1段階下げる。,2026/6/17,
518,ムシャーナ,あまごい,みず,変化,0,-,8,,5ターンの間あめ状態にする。,2026/6/17,
518,ムシャーナ,チャージビーム,でんき,特殊,50,90,12,1,70%の確率で自分の特攻を上げる。,2026/6/17,
518,ムシャーナ,でんじは,でんき,変化,0,90,20,,相手をまひ状態にする。,2026/6/17,
518,ムシャーナ,いわなだれ,いわ,物理,75,90,12,1,30%の確率で相手をひるませる。,2026/6/17,
518,ムシャーナ,がんせきふうじ,いわ,物理,60,95,16,1,相手の素早さを1段階下げる。,2026/6/17,
518,ムシャーナ,しねんのずつき,エスパー,物理,80,90,16,1,20%の確率で相手をひるませる。,2026/6/17,
518,ムシャーナ,みらいよち,エスパー,特殊,120,100,12,1,相手がいる場所をみらいにこうげき状態にする。,2026/6/17,
518,ムシャーナ,サイコキネシス,エスパー,特殊,90,100,12,1,10%の確率で相手の特防を1段階下げる。,2026/6/17,
518,ムシャーナ,ワイドフォース,エスパー,特殊,80,100,12,1,サイコフィールド状態の効果を受けている場合、威力が1.5倍になり相手全体を攻撃する。,2026/6/17,
518,ムシャーナ,サイコショック,エスパー,特殊,80,100,12,1,相手の防御の能力値でダメージ計算する。,2026/6/17,
518,ムシャーナ,アシストパワー,エスパー,特殊,20,100,12,1,自分の能力変化が1段階上がるごとに、この技は威力は20上がる。,2026/6/17,
518,ムシャーナ,サイコフィールド,エスパー,変化,0,-,12,,5ターンの間全体の場をサイコフィールド状態にする。,2026/6/17,
518,ムシャーナ,サイドチェンジ,エスパー,変化,0,-,16,,自分と味方の場所を入れ替える。連続で使うと成功率が前に使った時の1/3になる。,2026/6/17,
518,ムシャーナ,ワンダールーム,エスパー,変化,0,-,12,,5ターンの間、全体の場をワンダールーム状態にする。,2026/6/17,
518,ムシャーナ,トリックルーム,エスパー,変化,0,-,8,,5ターンの間、全体の場をトリックルーム状態にする。,2026/6/17,
518,ムシャーナ,ガードスワップ,エスパー,変化,0,-,12,,自分の防御と特防の能力変化を相手の防御と特防の能力変化と入れ替える。,2026/6/17,
518,ムシャーナ,パワースワップ,エスパー,変化,0,-,12,,自分の攻撃・特攻の能力変化を相手の攻撃・特攻の能力変化と入れ替える。,2026/6/17,
518,ムシャーナ,いやしのねがい,エスパー,変化,0,-,12,,自分はひんしになるが次にこちらが出すポケモンのHPを全回復し状態異常を回復する。,2026/6/17,
518,ムシャーナ,めいそう,エスパー,変化,0,-,20,,自分の特攻と特防が1段階ずつ上がる。,2026/6/17,
518,ムシャーナ,ふういん,エスパー,変化,0,-,12,,自分はふういん状態になる。,2026/6/17,
518,ムシャーナ,スキルスワップ,エスパー,変化,0,-,12,,自分と相手の特性を入れ替える。,2026/6/17,
518,ムシャーナ,トリック,エスパー,変化,0,100,12,,相手と自分が持っている道具を入れ替える。,2026/6/17,
518,ムシャーナ,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/6/17,
518,ムシャーナ,ドわすれ,エスパー,変化,0,-,20,,自分の特防を2段階上げる。,2026/6/17,
518,ムシャーナ,リフレクター,エスパー,変化,0,-,20,,5ターンの間、味方の場をリフレクター状態にする。,2026/6/17,
518,ムシャーナ,ひかりのかべ,エスパー,変化,0,-,20,,5ターンの間、味方の場をひかりのかべ状態にする。,2026/6/17,
518,ムシャーナ,さいみんじゅつ,エスパー,変化,0,60,20,,相手をねむり状態にする。,2026/6/17,
518,ムシャーナ,シャドーボール,ゴースト,特殊,80,100,16,1,20%の確率で相手の特防を1段階下げる。,2026/6/17,
518,ムシャーナ,のろい,ゴースト,変化,0,-,12,,自分のHPを最大HPの1/2減らし、相手をのろい状態にする。ゴーストタイプ以外の場合、自分の素早さを1段階下げて、攻撃・防御を1段階上げる。,2026/6/17,
518,ムシャーナ,ジャイロボール,はがね,物理,,100,8,1,自分の素早さが相手より低いほど威力が大きくなる。威力1-150。,2026/6/17,
518,ムシャーナ,ミストバースト,フェアリー,特殊,100,100,8,1,使うと自分はひんしになる。ミストフィールド状態の効果を受けている場合威力が1.5倍になる。,2026/6/17,
518,ムシャーナ,ムーンフォース,フェアリー,特殊,95,100,16,1,10%の確率で相手の特攻を1段階下げる。,2026/6/17,
518,ムシャーナ,マジカルシャイン,フェアリー,特殊,80,100,12,1,通常の攻撃技。,2026/6/17,
518,ムシャーナ,つきのひかり,フェアリー,変化,0,-,8,,自分のHPを最大HPの1/2回復する。にほんばれ状態の場合は2/3回復する。それ以外の天気の場合は1/4回復する。,2026/6/17,
518,ムシャーナ,あまえる,フェアリー,変化,0,100,20,,相手の攻撃を2段階下げる。,2026/6/17,
545,ペンドラー,ギガインパクト,ノーマル,物理,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/6/17,
545,ペンドラー,すてみタックル,ノーマル,物理,120,100,16,1,与えたダメージの1/3を自分も受ける。,2026/6/17,
545,ペンドラー,からげんき,ノーマル,物理,70,100,20,1,自分がどく、もうどく、まひ、やけど状態のいずれかの場合 威力が2倍になる。やけど状態による物理技のダメージが半減される効果は無視する。,2026/6/17,
545,ペンドラー,ダブルアタック,ノーマル,物理,35,90,12,2,2回連続で攻撃する。,2026/6/17,
545,ペンドラー,はかいこうせん,ノーマル,特殊,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/6/17,
545,ペンドラー,りんしょう,ノーマル,特殊,60,100,16,1,同じターンに複数のポケモンがこの技を使うと、1匹目が使ったすぐ後に2匹目以降が使う。2匹目以降の威力は2倍になる。,2026/6/17,
545,ペンドラー,バトンタッチ,ノーマル,変化,0,-,20,,手持ちの他のポケモンと交代する。能力変化、みがわり等をそのポケモンに引き継ぐ。,2026/6/17,
545,ペンドラー,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/6/17,
545,ペンドラー,メロメロ,ノーマル,変化,0,100,16,,相手をメロメロ状態にする。同性、性別不明の相手には失敗する。,2026/6/17,
545,ペンドラー,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/6/17,
545,ペンドラー,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/6/17,
545,ペンドラー,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/6/17,
545,ペンドラー,いやなおと,ノーマル,変化,0,85,20,,相手の防御を2段階下げる。,2026/6/17,
545,ペンドラー,つるぎのまい,ノーマル,変化,0,-,20,,自分の攻撃を2段階上げる。,2026/6/17,
545,ペンドラー,くさわけ,くさ,物理,50,100,20,1,自分の素早さを1段階上げる。,2026/6/17,
545,ペンドラー,ソーラービーム,くさ,特殊,120,100,12,1,使ったターンで溜め状態になり、次のターンで攻撃する。にほんばれ状態の場合は溜め状態にならず、すぐに攻撃できる。他の天気の場合は威力が1/2になる。,2026/6/17,
545,ペンドラー,にほんばれ,ほのお,変化,0,-,8,,5ターンの間、にほんばれ状態にする。,2026/6/17,
545,ペンドラー,メガホーン,むし,物理,120,85,12,1,通常の攻撃技。,2026/6/17,
545,ペンドラー,シザークロス,むし,物理,80,100,16,1,通常の攻撃技。,2026/6/17,
545,ペンドラー,きゅうけつ,むし,物理,80,100,12,1,相手に与えたダメージの1/2自分のHPを回復する。,2026/6/17,
545,ペンドラー,はいよるいちげき,むし,物理,70,90,12,1,相手の特攻を1段階下げる。,2026/6/17,
545,ペンドラー,むしくい,むし,物理,60,100,20,1,相手がきのみを持っていればそきのみを代わりに食べ、自分がその効果を受ける。,2026/6/17,
545,ペンドラー,とびつく,むし,物理,50,100,20,1,相手の素早さを1段階下げる。,2026/6/17,
545,ペンドラー,ミサイルばり,むし,物理,25,95,20,2～5,2ー5回連続で攻撃する。,2026/6/17,
545,ペンドラー,いわなだれ,いわ,物理,75,90,12,1,30%の確率で相手をひるませる。,2026/6/17,
545,ペンドラー,がんせきふうじ,いわ,物理,60,95,16,1,相手の素早さを1段階下げる。,2026/6/17,
545,ペンドラー,ダストシュート,どく,物理,120,80,8,1,30%の確率で相手をどく状態にする。,2026/6/17,
545,ペンドラー,どくづき,どく,物理,80,100,20,1,30%の確率で相手をどく状態にする。,2026/6/17,
545,ペンドラー,クロスポイズン,どく,物理,70,100,20,1,10%の確率で相手をどく状態にする。きゅうしょアップ+1で攻撃する。,2026/6/17,
545,ペンドラー,ヘドロばくだん,どく,特殊,90,100,12,1,30%の確率で相手をどく状態にする。,2026/6/17,
545,ペンドラー,ベノムショック,どく,特殊,65,100,12,1,相手がどく、もうどく状態の場合威力が2倍になる。,2026/6/17,
545,ペンドラー,アシッドボム,どく,特殊,40,100,20,1,相手の特防を2段階下げる。,2026/6/17,
545,ペンドラー,どくびし,どく,変化,0,-,20,,相手の場をどくびし状態にする。,2026/6/17,
545,ペンドラー,どくどく,どく,変化,0,90,12,,相手をもうどく状態にする。どくタイプが使うと相手に必ず命中する。,2026/6/17,
545,ペンドラー,じしん,じめん,物理,100,100,12,1,地中状態の相手には威力が2倍になる。グラスフィールド状態の時、威力が1/2になる。,2026/6/17,
545,ペンドラー,あなをほる,じめん,物理,80,100,12,1,使ったターンで地中状態になり、次のターンで攻撃する。,2026/6/17,
545,ペンドラー,じだんだ,じめん,物理,75,100,12,1,前のターン自分が動けなかったり技を外したり失敗していた場合、威力が2倍になる。,2026/6/17,
545,ペンドラー,じならし,じめん,物理,60,100,20,1,相手の素早さを1段階下げる。グラスフィールド状態の時、威力が1/2になる。,2026/6/17,
545,ペンドラー,まきびし,じめん,変化,0,-,20,,相手の場をまきびし状態にする。,2026/6/17,
545,ペンドラー,ばかぢから,かくとう,物理,120,100,8,1,自分の攻撃と防御が1段階下がる。,2026/6/17,
545,ペンドラー,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/6/17,
545,ペンドラー,こうそくいどう,エスパー,変化,0,-,20,,自分の素早さを2段階上げる。,2026/6/17,
545,ペンドラー,たたりめ,ゴースト,特殊,65,100,12,1,相手が状態異常だと威力が2倍になる。,2026/6/17,
545,ペンドラー,じごくづき,あく,物理,80,100,16,1,相手をじごくづき状態にする。,2026/6/17,
545,ペンドラー,ダメおし,あく,物理,60,100,12,1,使ったターン中、相手がすでにダメージを受けているなら威力が2倍になる。,2026/6/17,
545,ペンドラー,かみつく,あく,物理,60,100,20,1,30%の確率で相手をひるませる。,2026/6/17,
545,ペンドラー,しっぺがえし,あく,物理,50,100,12,1,相手より後に攻撃すると技の威力が2倍になる。,2026/6/17,
545,ペンドラー,アイアンローラー,はがね,物理,130,100,8,1,場にフィールドがない場合失敗する。フィールドを解除する。,2026/6/17,
545,ペンドラー,アイアンテール,はがね,物理,100,75,16,1,30%の確率で相手の防御を1段階下げる。,2026/6/17,
545,ペンドラー,スマートホーン,はがね,物理,70,-,12,1,相手に必ず命中する。,2026/6/17,
545,ペンドラー,ジャイロボール,はがね,物理,,100,8,1,自分の素早さが相手より低いほど威力が大きくなる。威力1-150。,2026/6/17,
545,ペンドラー,てっぺき,はがね,変化,0,-,16,,自分の防御を2段階上げる。,2026/6/17,
560,ズルズキン,ギガインパクト,ノーマル,物理,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/6/17,
560,ズルズキン,すてみタックル,ノーマル,物理,120,100,16,1,与えたダメージの1/3を自分も受ける。,2026/6/17,
560,ズルズキン,メガトンキック,ノーマル,物理,120,75,8,1,通常の攻撃技。,2026/6/17,
560,ズルズキン,のしかかり,ノーマル,物理,85,100,16,1,30%の確率で相手をまひ状態にする。ちいさくなる状態の相手には、威力が2倍になり必ず命中する。,2026/6/17,
560,ズルズキン,からげんき,ノーマル,物理,70,100,20,1,自分がどく、もうどく、まひ、やけど状態のいずれかの場合 威力が2倍になる。やけど状態による物理技のダメージが半減される効果は無視する。,2026/6/17,
560,ズルズキン,ねこだまし,ノーマル,物理,40,100,12,1,相手をひるませる。登場して最初に出す技でない場合失敗する。,2026/6/17,
560,ズルズキン,がむしゃら,ノーマル,物理,,100,8,,相手の残りHPから自分の残りHPを引いた数値のダメージを与える。相手のHPが自分のHP以下なら失敗する。,2026/6/17,
560,ズルズキン,いかりのまえば,ノーマル,物理,,90,12,,相手の残りHPの1/2のダメージを与える。残り1の場合は1ダメージを与える。,2026/6/17,
560,ズルズキン,はかいこうせん,ノーマル,特殊,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/6/17,
560,ズルズキン,さわぐ,ノーマル,特殊,90,100,12,1,自分はさわぐ状態になる。,2026/6/17,
560,ズルズキン,りんしょう,ノーマル,特殊,60,100,16,1,同じターンに複数のポケモンがこの技を使うと、1匹目が使ったすぐ後に2匹目以降が使う。2匹目以降の威力は2倍になる。,2026/6/17,
560,ズルズキン,いびき,ノーマル,特殊,50,100,16,1,自分がねむり状態の場合使うことができる。30%の確率で相手をひるませる。,2026/6/17,
560,ズルズキン,てだすけ,ノーマル,変化,0,-,20,,使ったターン中、味方の技の威力を1.5倍する。,2026/6/17,
560,ズルズキン,アンコール,ノーマル,変化,0,100,8,,相手をアンコール状態にする。,2026/6/17,
560,ズルズキン,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/6/17,
560,ズルズキン,いばる,ノーマル,変化,0,85,16,,相手の攻撃を2段階上げこんらん状態にする。,2026/6/17,
560,ズルズキン,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/6/17,
560,ズルズキン,こわいかお,ノーマル,変化,0,100,12,,相手の素早さを2段階下げる。,2026/6/17,
560,ズルズキン,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/6/17,
560,ズルズキン,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/6/17,
560,ズルズキン,ほえる,ノーマル,変化,0,-,20,,相手に控えがいる場合、相手をランダムに交代させる。,2026/6/17,
560,ズルズキン,つるぎのまい,ノーマル,変化,0,-,20,,自分の攻撃を2段階上げる。,2026/6/17,
560,ズルズキン,くさわけ,くさ,物理,50,100,20,1,自分の素早さを1段階上げる。,2026/6/17,
560,ズルズキン,くさむすび,くさ,特殊,,100,20,1,相手が重いほど威力が上がる。威力20-120。,2026/6/17,
560,ズルズキン,ほのおのパンチ,ほのお,物理,75,100,16,1,10%の確率で相手をやけど状態にする。,2026/6/17,
560,ズルズキン,にほんばれ,ほのお,変化,0,-,8,,5ターンの間、にほんばれ状態にする。,2026/6/17,
560,ズルズキン,あまごい,みず,変化,0,-,8,,5ターンの間あめ状態にする。,2026/6/17,
560,ズルズキン,かみなりパンチ,でんき,物理,75,100,16,1,10%の確率で相手をまひ状態にする。,2026/6/17,
560,ズルズキン,もろはのずつき,いわ,物理,150,80,8,1,与えたダメージの1/2を自分も受ける。,2026/6/17,
560,ズルズキン,ストーンエッジ,いわ,物理,100,80,8,1,きゅうしょアップ＋1で攻撃する。,2026/6/17,
560,ズルズキン,いわなだれ,いわ,物理,75,90,12,1,30%の確率で相手をひるませる。,2026/6/17,
560,ズルズキン,がんせきふうじ,いわ,物理,60,95,16,1,相手の素早さを1段階下げる。,2026/6/17,
560,ズルズキン,うちおとす,いわ,物理,50,100,16,1,地面にいない相手を着地状態にする。空中状態の相手にも当たる。,2026/6/17,
560,ズルズキン,どくづき,どく,物理,80,100,20,1,30%の確率で相手をどく状態にする。,2026/6/17,
560,ズルズキン,ヘドロばくだん,どく,特殊,90,100,12,1,30%の確率で相手をどく状態にする。,2026/6/17,
560,ズルズキン,アシッドボム,どく,特殊,40,100,20,1,相手の特防を2段階下げる。,2026/6/17,
560,ズルズキン,あなをほる,じめん,物理,80,100,12,1,使ったターンで地中状態になり、次のターンで攻撃する。,2026/6/17,
560,ズルズキン,れいとうパンチ,こおり,物理,75,100,16,1,10%の確率で相手をこおり状態にする。,2026/6/17,
560,ズルズキン,きあいパンチ,かくとう,物理,150,100,20,1,自分が技を使うターンで、先に相手からの技のダメージを受けると失敗する。,2026/6/17,
560,ズルズキン,とびひざげり,かくとう,物理,130,90,12,1,外れるか失敗すると自分の最大HPの1/2のダメージを受ける。,2026/6/17,
560,ズルズキン,インファイト,かくとう,物理,120,100,8,1,自分の防御と特防が1段階下がる。,2026/6/17,
560,ズルズキン,ばくれつパンチ,かくとう,物理,100,50,8,1,相手をこんらん状態にする。,2026/6/17,
560,ズルズキン,ドレインパンチ,かくとう,物理,75,100,12,1,相手に与えたダメージの1/2自分のHPを回復する。,2026/6/17,
560,ズルズキン,かわらわり,かくとう,物理,75,100,16,1,相手の場のひかりのかべ、リフレクター、オーロラベール状態を解除して攻撃する。,2026/6/17,
560,ズルズキン,はやてがえし,かくとう,物理,65,100,16,1,相手が先制技を使っていない場合失敗する。相手をひるませる。,2026/6/17,
560,ズルズキン,ローキック,かくとう,物理,65,100,20,1,相手の素早さを1段階下げる。,2026/6/17,
560,ズルズキン,きしかいせい,かくとう,物理,,100,16,,自分の残りHPが少ないほど威力が上がる。威力20-200。,2026/6/17,
560,ズルズキン,カウンター,かくとう,物理,,100,20,,使ったターンに相手から受けた物理技のダメージを2倍にして返す。,2026/6/17,
560,ズルズキン,けたぐり,かくとう,物理,,100,20,1,相手が重いほど威力が上がる。威力20-120。,2026/6/17,
560,ズルズキン,きあいだま,かくとう,特殊,120,70,8,1,10%の確率で相手の特防を1段階下げる。,2026/6/17,
560,ズルズキン,コーチング,かくとう,変化,0,-,12,,味方の攻撃防御を1段階上げる。,2026/6/17,
560,ズルズキン,ファストガード,かくとう,変化,0,-,16,,使ったターン中自分と味方を先制技から守る。,2026/6/17,
560,ズルズキン,ビルドアップ,かくとう,変化,0,-,20,,自分の攻撃と防御を1段階ずつ上げる。,2026/6/17,
560,ズルズキン,みきり,かくとう,変化,0,-,8,,使ったターン中相手の技から身を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/6/17,
560,ズルズキン,しねんのずつき,エスパー,物理,80,90,16,1,20%の確率で相手をひるませる。,2026/6/17,
560,ズルズキン,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/6/17,
560,ズルズキン,ドわすれ,エスパー,変化,0,-,20,,自分の特防を2段階上げる。,2026/6/17,
560,ズルズキン,うらみ,ゴースト,変化,0,100,12,,相手が最後に使用した技のPPを4減らす。,2026/6/17,
560,ズルズキン,のろい,ゴースト,変化,0,-,12,,自分のHPを最大HPの1/2減らし、相手をのろい状態にする。ゴーストタイプ以外の場合、自分の素早さを1段階下げて、攻撃・防御を1段階上げる。,2026/6/17,
560,ズルズキン,げきりん,ドラゴン,物理,120,100,12,1,自分はあばれ状態になる。,2026/6/17,
560,ズルズキン,ドラゴンクロー,ドラゴン,物理,80,100,16,1,通常の攻撃技。,2026/6/17,
560,ズルズキン,ドラゴンテール,ドラゴン,物理,60,90,12,1,相手に控えがいる場合、相手をランダムに交代させる。,2026/6/17,
560,ズルズキン,りゅうのはどう,ドラゴン,特殊,85,100,12,1,通常の攻撃技。,2026/6/17,
560,ズルズキン,りゅうのまい,ドラゴン,変化,0,-,20,,自分の攻撃、素早さを1段階上げる。,2026/6/17,
560,ズルズキン,イカサマ,あく,物理,95,100,16,,自分の攻撃ではなく相手の攻撃の能力値でダメージが決まる。,2026/6/17,
560,ズルズキン,じごくづき,あく,物理,80,100,16,1,相手をじごくづき状態にする。,2026/6/17,
560,ズルズキン,かみくだく,あく,物理,80,100,16,1,20%の確率で相手の防御を1段階下げる。,2026/6/17,
560,ズルズキン,うっぷんばらし,あく,物理,75,100,8,1,使ったターンに自分の能力が下がっている場合威力が2倍になる,2026/6/17,
560,ズルズキン,はたきおとす,あく,物理,65,100,20,1,相手が道具を持っていると威力が1.5倍になる。相手の道具を失わせる。,2026/6/17,
560,ズルズキン,ダメおし,あく,物理,60,100,12,1,使ったターン中、相手がすでにダメージを受けているなら威力が2倍になる。,2026/6/17,
560,ズルズキン,どろぼう,あく,物理,60,100,20,1,自分が道具を持っていない場合相手の道具を奪う。,2026/6/17,
560,ズルズキン,しっぺがえし,あく,物理,50,100,12,1,相手より後に攻撃すると技の威力が2倍になる。,2026/6/17,
560,ズルズキン,なげつける,あく,物理,,100,12,,持っている道具によって威力と効果が変わる。使うと道具はなくなる。,2026/6/17,
560,ズルズキン,ふくろだたき,あく,物理,,100,12,,手持ちのポケモンの数だけ相手を攻撃する。ひんしや状態異常のポケモンは数えない。技の威力は手持ちポケモンのこうげきで計算する。,2026/6/17,
